word,huffman_code,bits,frequency
sheet,0001010011011,13,44295187
firm,0001010010111,13,44244364
seven,0001010010011,13,44224906
older,0001010010010,13,44222089
illinois,0001010010001,13,44214414
regulations,0001010001011,13,44201358
elements,0001010001001,13,44180185
species,0001010001000,13,44159268
jump,0001010000010,13,44137441
cells,0001010000000,13,44128080
module,0001001111111,13,44127294
resort,0001001111110,13,44118980
facility,0001001111100,13,44049643
random,0001001100101,13,44038489
pricing,0001001011011,13,44026683
dvds,0001001011001,13,43997497
certificate,0001001001011,13,43972925
minister,0001001000101,13,43931892
motion,0001001000100,13,43927084
looks,0000111111110,13,43897035
fashion,0000111111001,13,43883676
directions,0000111111000,13,43874498
visitors,0000111110011,13,43872888
documentation,0000111110010,13,43872031
monitor,0000111110000,13,43848202
trading,0000111010110,13,43706094
forest,0000111010010,13,43667070
calls,0000111010000,13,43661633
whose,0000111000111,13,43634263
coverage,0000111000101,13,43621558
couple,0000110110111,13,43578199
giving,0000110101101,13,43506778
chance,0000110101001,13,43461638
vision,0000101111010,13,43425570
ball,0000101110111,13,43399906
ending,0000101100111,13,43310674
clients,0000101100010,13,43278784
actions,0000101011011,13,43258456
listen,0000101011010,13,43252527
discuss,0000101011000,13,43208309
accept,0000101001100,13,43171429
automotive,0000101001000,13,43128760
naked,0000101000100,13,43110969
goal,0000100111100,13,43074829
successful,0000100110111,13,43041696
sold,0000100110011,13,42979181
wind,0000100110010,13,42974876
communities,0000100110001,13,42969195
clinical,0000100110000,13,42951421
situation,0000100100011,13,42880250
sciences,0000100100010,13,42871860
markets,0000100100001,13,42867375
lowest,0000100100000,13,42865965
highly,0000100010111,13,42857273
publishing,0000100010100,13,42809196
appear,0000100000111,13,42801104
emergency,0000100000110,13,42770237
developing,0000100000101,13,42769271
lives,0000100000001,13,42750046
currency,0000011111111,13,42720398
leather,0000011111110,13,42714053
determine,0000011111101,13,42707469
milf,0000011110101,13,42647845
palm,0000011110100,13,42631203
announcements,0000011100100,13,42578510
patient,0000011100000,13,42560499
actual,0000011001111,13,42552937
historical,0000011001010,13,42501329
stone,0000011001001,13,42494931
bob,0000011001000,13,42494016
commerce,0000010111110,13,42459641
ringtones,0000010111011,13,42455942
perhaps,0000010111010,13,42450144
persons,0000010111001,13,42436349
difficult,0000010111000,13,42436311
scientific,0000001111111,13,42415451
satellite,0000001111110,13,42379243
fit,0000001111100,13,42342802
tests,0000001111001,13,42336117
village,0000001111000,13,42335952
accounts,0000001110011,13,42330284
amateur,0000001100111,13,42265916
ex,0000001100101,13,42259849
met,0000001010111,13,42223443
pain,0000001010001,13,42182798
xbox,0000001010000,13,42163497
particularly,0000001001001,13,42160203
factors,0000001000100,13,42106512
coffee,0000000110111,13,42086828
www,0000000110101,13,42076566
settings,0000000110100,13,42062854
cum,0000000110010,13,42048929
buyer,0000000101110,13,42024703
cultural,0000000101001,13,42022443
steve,0000000100101,13,41997245
easily,0000000011011,13,41949287
oral,0000000011010,13,41947093
ford,0000000010111,13,41922237
poster,0000000010100,13,41893537
edge,0000000001011,13,41869418
functional,0000000001010,13,41862937
root,0000000001000,13,41835168
au,11111111111101,14,41825348
fi,11111111111100,14,41812484
closed,11111111111000,14,41782645
holidays,11111111101110,14,41730382
ice,11111111101001,14,41706145
pink,11111111101000,14,41704519
zealand,11111111100010,14,41677373
balance,11111111100000,14,41651718
monitoring,11111111010011,14,41647453
graduate,11111111010010,14,41645267
replies,11111111010000,14,41628442
shot,11111111001110,14,41614412
nc,11111111000001,14,41537048
architecture,11111110111000,14,41474428
initial,11111101111111,14,41372877
label,11111101111110,14,41359857
thinking,11111101111100,14,41333371
scott,11111101101110,14,41326573
llc,11111101101001,14,41281263
sec,11111101001001,14,41177555
recommend,11111101000111,14,41146831
canon,11111101000110,14,41144763
hardcore,11111101000101,14,41125351
league,11111101000100,14,41109010
waste,11111011111101,14,41089558
minute,11111011111001,14,41061449
bus,11111011111000,14,41043865
provider,11111011101100,14,40976633
optional,11111011011100,14,40839022
dictionary,11111011010111,14,40838300
cold,11111011010110,14,40833613
accounting,11111011001110,14,40819336
manufacturing,11111011001001,14,40781457
sections,11111011000111,14,40770979
chair,11111011000110,14,40764005
fishing,11111011000101,14,40730311
effort,11111011000100,14,40728131
phase,11111011000001,14,40722940
fields,11111010101101,14,40697933
bag,11111010101011,14,40671821
fantasy,11111010101010,14,40666152
po,11111010100111,14,40656645
letters,11111010100011,14,40638766
motor,11111010100010,14,40615655
va,11111010100000,14,40591806
professor,11111010011010,14,40572636
context,11111010011001,14,40568409
install,11111010001100,14,40502273
shirt,11111000111111,14,40501964
apparel,11111000111110,14,40498015
generally,11111000110101,14,40435813
continued,11111000110100,14,40414263
foot,11111000101111,14,40401241
mass,11111000101110,14,40364941
crime,11111000100111,14,40361756
count,11111000100001,14,40345803
breast,11111000100000,14,40334099
techniques,11110111111001,14,40278251
ibm,11110111111000,14,40259661
rd,11110111110100,14,40231948
johnson,11110111011011,14,40200521
sc,11110111011010,14,40185182
quickly,11110111010101,14,40161558
dollars,11110111001111,14,40136550
websites,11110111001101,14,40127603
religion,11110111001011,14,40095362
claim,11110111001010,14,40085342
driving,11110111000110,14,40033859
permission,11110111000101,14,40032805
surgery,11110111000100,14,40026119
patch,11110111000010,14,39999745
heat,11110110110110,14,39971542
wild,11110110110000,14,39937252
measures,11110110011011,14,39937049
generation,11110110011001,14,39912229
kansas,11110110011000,14,39910915
miss,11110110000101,14,39897915
chemical,11110101010111,14,39891285
doctor,11110101010100,14,39845710
task,11110101010000,14,39832721
reduce,11110101001001,14,39830748
brought,11110100101110,14,39794764
himself,11110100101001,14,39757666
nor,11110100101000,14,39753116
component,11110100100011,14,39752354
enable,11110100100010,14,39733007
exercise,11110100011010,14,39699360
bug,11110100011001,14,39672754
santa,11110100011000,14,39664896
mid,11110100001110,14,39610476
guarantee,11110100000011,14,39603838
leader,11110011111111,14,39591949
diamond,11110011111101,14,39573067
israel,11110011101101,14,39512059
se,11110011100011,14,39483236
processes,11110011100001,14,39450440
soft,11110011100000,14,39440877
servers,11110010111100,14,39329759
alone,11110010111011,14,39326417
meetings,11110010111010,14,39307643
seconds,11110010111001,14,39304731
jones,11110010101011,14,39297134
arizona,11110010101010,14,39283012
keyword,11110010101000,14,39244593
interests,11110010011011,14,39238403
flight,11110010011001,14,39229938
congress,11110010000101,14,39186605
fuel,11110001110001,14,39148291
username,11110001110000,14,39130223
walk,11110001101111,14,39129365
fuck,11110001101101,14,39099536
produced,11110001101000,14,39030637
italian,11110001100100,14,39017017
paperback,11110001100011,14,39015275
classifieds,11110001100010,14,39014041
wait,11110001100001,14,39001376
supported,11110001100000,14,38989028
pocket,11110001010100,14,38931224
saint,11110000111111,14,38929141
rose,11110000111101,14,38911531
freedom,11110000111100,14,38909717
argument,11110000111010,14,38902162
competition,11110000111000,14,38886455
creating,11110000110010,14,38863806
jim,11110000110000,14,38854380
drugs,11110000101010,14,38827156
joint,11110000101001,14,38827057
premium,11110000101000,14,38793313
providers,11110000100001,14,38787600
fresh,11110000100000,14,38781893
characters,11101111101111,14,38778931
attorney,11101111101110,14,38778191
upgrade,11101111101101,14,38777600
di,11101111101011,14,38771183
factor,11101111100001,14,38740174
growing,11101111100000,14,38729323
thousands,11101110110010,14,38611137
km,11101110101010,14,38605173
stream,11101110100101,14,38592422
apartments,11101110100100,14,38568257
pick,11101110001010,14,38542153
hearing,11101110000100,14,38521552
eastern,11101110000001,14,38506956
auctions,11101110000000,14,38496936
therapy,11101101110110,14,38458400
entries,11101101110100,14,38442247
dates,11101101101111,14,38442243
generated,11101101101110,14,38437769
signed,11101101100101,14,38369963
upper,11101100011101,14,38341510
administrative,11101100011100,14,38339299
serious,11101100011000,14,38316678
prime,11101100000110,14,38308402
samsung,11101100000011,14,38291353
limit,11101100000010,14,38290292
began,11101011110110,14,38269468
louis,11101011110011,14,38259201
steps,11101011110001,14,38254292
errors,11101011110000,14,38243352
shops,11101011100011,14,38241315
bondage,11101011100010,14,38237169
del,11101011100001,14,38223775
efforts,11101011100000,14,38222553
informed,11101011001101,14,38207430
ga,11101010101111,14,38185755
ac,11101010101011,14,38166598
thoughts,11101010101010,14,38162958
creek,11101010101001,14,38159464
ft,11101010011111,14,38133521
worked,11101010011101,14,38128226
quantity,11101010011100,14,38123233
urban,11101010011000,14,38087999
practices,11101010000100,14,38010732
sorted,11101010000010,14,38002278
reporting,11101001111101,14,37995481
essential,11101001111100,14,37987474
myself,11101001111000,14,37983649
tours,11101001110010,14,37957036
platform,11101001101101,14,37930473
load,11101001100111,14,37896224
affiliate,11101001100100,14,37877419
labor,11101001001111,14,37866418
immediately,11101001001110,14,37857880
admin,11101001001100,14,37835381
nursing,11101000111111,14,37822746
defense,11101000111110,14,37819618
machines,11101000111010,14,37786251
designated,11101000011110,14,37777117
tags,11101000010101,14,37732409
heavy,11101000010100,14,37668153
covered,11101000000001,14,37662109
recovery,11100111101011,14,37644829
joe,11100111101010,14,37642746
guys,11100111100110,14,37603892
integrated,11100111100011,14,37600088
configuration,11100111100010,14,37589833
cock,11100111100001,14,37573028
merchant,11100111001111,14,37569902
comprehensive,11100111001101,14,37544399
expert,11100111001100,14,37537204
universal,11100111000101,14,37493474
protect,11100100111110,14,37455957
drop,11100100111100,14,37433033
solid,11100100111011,14,37426444
cds,11100100101110,14,37396357
presentation,11100100101100,14,37387206
languages,11100100100101,14,37376019
became,11100100011110,14,37332761
orange,11100100011100,14,37316112
compliance,11100100010011,14,37305612
vehicles,11100011111111,14,37254344
prevent,11100011111101,14,37247684
theme,11100011111010,14,37219937
rich,11100011111001,14,37200952
im,11100011101101,14,37166923
campaign,11100011101100,14,37150011
marine,11100011100110,14,37143112
improvement,11100011100011,14,37133738
vs,11100011100010,14,37115369
guitar,11100011011111,14,37106331
finding,11100011011110,14,37102510
pennsylvania,11100011000101,14,37039579
examples,11100011000001,14,37025517
ipod,11100010110111,14,36985229
saying,11100010110110,14,36981573
spirit,11100010110101,14,36971683
ar,11100010110011,14,36946912
claims,11100010110010,14,36942635
porno,11100010100110,14,36925475
challenge,11100010100100,14,36918321
motorola,11100010011111,14,36918315
acceptance,11100010011011,14,36864919
strategies,11100010011010,14,36860865
mo,11100010011001,14,36853656
seem,11100010011000,14,36852843
affairs,11100010010100,14,36831853
touch,11100010010001,14,36831035
intended,11100010010000,14,36830419
towards,11100010001001,14,36798662
sa,11011111111001,14,36769721
goals,11011111111000,14,36766773
hire,11011111110111,14,36743717
election,11011111110101,14,36728229
suggest,11011111110100,14,36726336
branch,11011111101110,14,36712083
charges,11011111101011,14,36710704
serve,11011111101001,14,36697856
affiliates,11011111101000,14,36686155
reasons,11011111100011,14,36685859
magic,11011111100001,14,36676771
mount,11011111010101,14,36648260
smart,11011111010100,14,36636558
talking,11011111010010,14,36617848
gave,11011111000011,14,36576222
ones,11011111000000,14,36558085
latin,11011110111100,14,36548259
multimedia,11011110111001,14,36522534
xp,11011110111000,14,36521289
tits,11011110110111,14,36514211
avoid,11011110110011,14,36508203
certified,11011110110001,14,36493381
manage,11011110101110,14,36439435
corner,11011110011110,14,36419737
rank,11011110011101,14,36408196
computing,11011110010111,14,36381081
oregon,11011110010101,14,36353838
element,11011110000111,14,36306394
birth,11011110000011,14,36286070
virus,11011110000010,14,36286003
abuse,11011101110011,14,36269685
interactive,11011101110010,14,36253355
requests,11011101110001,14,36239839
separate,11011101001111,14,36138447
quarter,11011101001110,14,36134893
procedure,11011101001101,14,36129804
leadership,11011101001100,14,36108608
tables,11011101001001,14,36089541
define,11011101001000,14,36087006
racing,11011101000011,14,36079737
religious,11011101000001,14,36046200
facts,11011101000000,14,36041603
breakfast,11011100101000,14,35991312
kong,11011100100110,14,35989160
column,11011100100011,14,35986621
plants,11011011111101,14,35937825
faith,11011011111100,14,35936559
chain,11011011111011,14,35928367
developer,11011011101100,14,35890230
identify,11011011100101,14,35854119
avenue,11011011100100,14,35847733
missing,11011011100011,14,35813046
died,11011011100010,14,35803272
approximately,11011011100001,14,35797333
domestic,11011011100000,14,35724637
sitemap,11011010101001,14,35722454
recommendations,11011010101000,14,35722416
moved,11011010100111,14,35713495
houston,11011010100110,14,35697100
reach,11011010100011,14,35687918
comparison,11011010100010,14,35683256
mental,11011010001111,14,35674270
viewed,11011010001110,14,35666896
moment,11011010001101,14,35660913
extended,11011010001100,14,35651592
sequence,11011010001001,14,35643482
inch,11011010001000,14,35629597
attack,11010011111011,14,35599513
sorry,11010011111010,14,35595812
centers,11010011111001,14,35590976
opening,11010011111000,14,35538225
damage,11010011110011,14,35529909
lab,11010011110010,14,35525966
reserve,11010011101001,14,35516087
recipes,11010011101000,14,35473417
cvs,11010010101011,14,35441636
gamma,11010010101010,14,35426622
plastic,11010010100101,14,35421202
produce,11010010100100,14,35383071
snow,11010010001111,14,35358852
placed,11010010001110,14,35347899
truth,11010010001101,14,35345925
counter,11010010001100,14,35345740
failure,11010010001011,14,35343900
follows,11010010001010,14,35327869
eu,11010010000101,14,35326689
weekend,11010010000100,14,35287380
dollar,11010001110101,14,35275336
camp,11010001110100,14,35255018
ontario,11010001101011,14,35233760
automatically,11010001101010,14,35225937
des,11010001100111,14,35219152
minnesota,11010001100110,14,35206660
films,11010001011111,14,35200065
bridge,11010001011110,14,35180146
native,11010001011101,14,35160636
fill,11010001011100,14,35148024
williams,11010001010101,14,35123723
movement,11010001010100,14,35105385
printing,11001111110101,14,35080589
baseball,11001111110100,14,35068361
owned,11001111110001,14,35050234
approval,11001111110000,14,35046541
draft,11001111101101,14,35033621
chart,11001111101100,14,35027490
played,11001111011101,14,34970056
contacts,11001111011100,14,34965494
cc,11001111010111,14,34944653
jesus,11001111010110,14,34929061
readers,11001111001101,14,34912487
clubs,11001111001100,14,34881779
lcd,11001111000111,14,34879794
wa,11001111000110,14,34865016
jackson,11001110111111,14,34861007
equal,11001110111110,14,34832354
adventure,11001110111001,14,34807033
matching,11001110111000,14,34803404
offering,11001110110011,14,34799901
shirts,11001110110010,14,34764071
profit,11001110101111,14,34753530
leaders,11001110101110,14,34742050
posters,11001110101011,14,34729596
institutions,11001110101010,14,34727059
assistant,11001110011111,14,34719060
variable,11001110011110,14,34715780
ave,11001110011101,14,34706502
dj,11001110011100,14,34689225
advertisement,11001110011001,14,34681267
expect,11001110011000,14,34675677
parking,11001110001111,14,34672915
headlines,11001110001110,14,34646214
yesterday,11001110000111,14,34639311
compared,11001110000110,14,34638205
determined,11001110000101,14,34600925
wholesale,11001110000100,14,34597350
workshop,11001101110111,14,34531832
russia,11001101110110,14,34513420
gone,11001101110101,14,34511028
codes,11001101110100,14,34503537
kinds,11001101101101,14,34482138
extension,11001101101100,14,34464199
seattle,11001101001111,14,34427671
statements,11001101001110,14,34416902
golden,11001101001101,14,34416555
completely,11001101001100,14,34385075
teams,11001101001001,14,34383288
fort,11001101001000,14,34358210
cm,11001101000001,14,34312385
wi,11001101000000,14,34305144
lighting,11001100101111,14,34304870
senate,11001100101110,14,34302775
forces,11001100101011,14,34300503
funny,11001100101010,14,34281806
brother,11001100010011,14,34273892
gene,11001100010010,14,34266155
turned,11001100010001,14,34215128
portable,11001100010000,14,34207743
tried,11001100001001,14,34201786
electrical,11001100001000,14,34176498
applicable,11001011111011,14,34173309
disc,11001011111010,14,34140094
returned,11001011111001,14,34138333
pattern,11001011111000,14,34124878
ct,11001011110001,14,34123861
hentai,11001011110000,14,34116380
boat,11001011101101,14,34104031
named,11001011101100,14,34099544
theatre,11001011100111,14,34095301
laser,11001011100110,14,34080740
earlier,11001011100101,14,34079706
manufacturers,11001011100100,14,34073462
sponsor,11001011001101,14,33988132
classical,11001011001100,14,33957503
icon,11001011001001,14,33955393
warranty,11001011001000,14,33921186
dedicated,11001010111111,14,33916569
indiana,11001010111110,14,33897228
direction,11001010111011,14,33868571
harry,11001010111010,14,33867934
basketball,11001001111111,14,33848810
objects,11001001111110,14,33845165
ends,11001001110001,14,33798717
delete,11001001110000,14,33766846
evening,11001001010111,14,33705304
assembly,11001001010110,14,33704254
nuclear,11001001000111,14,33689967
taxes,11001001000110,14,33674672
mouse,11001000111101,14,33667003
signal,11001000111100,14,33648212
criminal,11001000110111,14,33646918
issued,11001000110110,14,33644425
brain,11001000110011,14,33612784
sexual,11001000110010,14,33595660
wisconsin,11001000011111,14,33592434
powerful,11001000011110,14,33538932
dream,11001000001101,14,33518573
obtained,11001000001100,14,33486258
false,11001000001011,14,33476460
da,11001000001010,14,33450232
cast,11001000000001,14,33395024
flower,11001000000000,14,33364539
felt,11000011011111,14,33321821
personnel,11000011011110,14,33277887
passed,11000011010101,14,33242084
supplied,11000011010100,14,33239429
identified,11000011010011,14,33222080
falls,11000011010010,14,33213513
pic,11000011000111,14,33210991
soul,11000011000110,14,33173763
aids,11000011000011,14,33155753
opinions,11000011000010,14,33135354
promote,11000010011011,14,33113081
stated,11000010011010,14,33100777
stats,11000010011001,14,33096627
hawaii,11000010011000,14,33075697
professionals,11000010000101,14,33070733
appears,11000010000100,14,33068735
carry,11000001101111,14,33056477
flag,11000001101110,14,33050354
decided,11000001100101,14,33030803
nj,11000001100100,14,33014240
covers,11000001010011,14,32972573
hr,11000001010010,14,32969615
em,11000001010001,14,32964905
advantage,11000001010000,14,32963469
hello,11000001000101,14,32960381
designs,11000001000100,14,32955678
maintain,11000000111001,14,32942067
tourism,11000000111000,14,32925132
priority,11000000110001,14,32917021
newsletters,11000000110000,14,32868357
adults,11000000011101,14,32847475
clips,11000000011100,14,32846497
savings,11000000010001,14,32817684
iv,11000000010000,14,32807831
graphic,11000000001101,14,32780694
atom,11000000001100,14,32776867
payments,11000000001001,14,32757146
rw,11000000001000,14,32739652
estimated,10111111100111,14,32731518
binding,10111111100110,14,32603649
brief,10111110100111,14,32599674
ended,10111110100110,14,32588866
winning,10111110011101,14,32570914
eight,10111110011100,14,32567724
anonymous,10111110011011,14,32563033
iron,10111110011010,14,32552371
straight,10111110011001,14,32551647
script,10111110011000,14,32549924
served,10111110010111,14,32541796
wants,10111110010110,14,32538214
miscellaneous,10111101111001,14,32502581
prepared,10111101111000,14,32502271
void,10111101011111,14,32491126
dining,10111101011110,14,32489479
integration,10111101011101,14,32462658
atlanta,10111101011100,14,32440124
dakota,10111101011011,14,32437534
tag,10111101011010,14,32432108
interview,10111101011001,14,32430752
mix,10111101011000,14,32428241
framework,10111101010011,14,32421841
disk,10111101010010,14,32375647
installed,10111101001111,14,32372686
queen,10111101001110,14,32366847
vhs,10111101001101,14,32362671
credits,10111101001100,14,32341959
clearly,10111100111111,14,32338676
fix,10111100111110,14,32334055
handle,10111100110111,14,32318665
sweet,10111100110110,14,32311923
desk,10111100110101,14,32311444
criteria,10111100110100,14,32302695
pubmed,10111100100111,14,32296902
dave,10111100100110,14,32281596
massachusetts,10111100011111,14,32270027
diego,10111100011110,14,32238555
hong,10111100010111,14,32225582
vice,10111100010110,14,32220446
associate,10111100001101,14,32217516
ne,10111100001100,14,32142023
truck,10111100000111,14,32136249
behavior,10111100000110,14,32128221
enlarge,10111100000001,14,32120976
ray,10111100000000,14,32113994
frequently,10111010111011,14,32113462
revenue,10111010111010,14,32088216
measure,10111010110001,14,32083783
changing,10111010110000,14,32076618
votes,10111001010111,14,32059663
du,10111001010110,14,32025637
duty,10111001010001,14,32011339
looked,10111001010000,14,31988351
discussions,10111001001111,14,31985694
bear,10111001001110,14,31981362
gain,10111001001011,14,31980198
festival,10111001001010,14,31964569
laboratory,10111001001001,14,31956885
ocean,10111001001000,14,31928741
flights,10111000110011,14,31927886
experts,10111000110010,14,31923825
signs,10111000101001,14,31899467
lack,10111000101000,14,31881925
depth,10111000100011,14,31879926
iowa,10111000100010,14,31875822
whatever,10111000011011,14,31869767
logged,10111000011010,14,31869263
laptop,10111000011001,14,31851245
vintage,10111000011000,14,31830831
train,10111000001111,14,31816971
exactly,10111000001110,14,31759653
dry,10111000001001,14,31744277
explore,10111000001000,14,31740200
maryland,10110111011001,14,31715238
spa,10110111011000,14,31714574
concept,10110111010101,14,31681353
nearly,10110111010100,14,31677743
eligible,10110111001101,14,31666767
checkout,10110111001100,14,31649089
reality,10110111000101,14,31626554
forgot,10110111000100,14,31626338
handling,10110101110111,14,31623717
origin,10110101110110,14,31602843
knew,10110101110101,14,31598395
gaming,10110101110100,14,31594394
feeds,10110101110011,14,31593736
billion,10110101110010,14,31586983
destination,10110101100101,14,31563774
scotland,10110101100100,14,31551032
faster,10110101010011,14,31541236
intelligence,10110101010010,14,31533328
dallas,10110101010001,14,31528739
bought,10110101010000,14,31501377
con,10110101000111,14,31452344
ups,10110101000110,14,31451966
nations,10110100101111,14,31449713
route,10110100101110,14,31439231
followed,10110100101101,14,31437587
specifications,10110100101100,14,31435888
broken,10110100101011,14,31399439
tripadvisor,10110100101010,14,31394750
frank,10110100101001,14,31392284
alaska,10110100101000,14,31388580
zoom,10110100000111,14,31373629
blow,10110100000110,14,31344495
battle,10110100000011,14,31344458
residential,10110100000010,14,31337029
anime,10110011101001,14,31334688
speak,10110011101000,14,31324712
decisions,10110011100111,14,31321172
industries,10110011100110,14,31316683
protocol,10110011100101,14,31296886
query,10110011100100,14,31284313
clip,10110010110101,14,31264432
partnership,10110010110100,14,31235192
editorial,10110010101101,14,31234178
nt,10110010101100,14,31198810
expression,10110010101001,14,31179707
es,10110010101000,14,31169475
equity,10110001111111,14,31158626
provisions,10110001111110,14,31126350
speech,10110001111101,14,31119662
wire,10110001111100,14,31113149
principles,10110001101001,14,31050339
suggestions,10110001101000,14,31029622
rural,10110000111101,14,30998929
shared,10110000111100,14,30988860
sounds,10110000111011,14,30987278
replacement,10110000111010,14,30981707
tape,10110000101101,14,30941382
strategic,10110000101100,14,30930763
judge,10110000100011,14,30905832
spam,10110000100010,14,30881361
economics,10110000011111,14,30869591
acid,10110000011110,14,30867887
bytes,10110000010101,14,30848384
cent,10110000010100,14,30836935
forced,10110000001111,14,30835043
compatible,10110000001110,14,30811666
fight,10101111111011,14,30784313
apartment,10101111111010,14,30771172
height,10101111101101,14,30745406
null,10101111101100,14,30739157
zero,10101111101011,14,30735412
speaker,10101111101010,14,30732820
filed,10101111101001,14,30718907
gb,10101111101000,14,30697884
netherlands,10101111011101,14,30672254
obtain,10101111011100,14,30672052
bc,10101111011001,14,30670787
consulting,10101111011000,14,30662624
recreation,10101111010101,14,30662263
offices,10101111010100,14,30646750
designer,10101111001001,14,30641959
remain,10101111001000,14,30630717
managed,10101110011101,14,30602103
pr,10101110011100,14,30599220
failed,10101110011011,14,30596963
marriage,10101110011010,14,30592140
roll,10101110011001,14,30590349
korea,10101110011000,14,30582894
banks,10101101110111,14,30582183
fr,10101101110110,14,30563000
participants,10101101110101,14,30557763
secret,10101101110100,14,30542047
bath,10101101110001,14,30537308
aa,10101101110000,14,30523331
kelly,10101101100001,14,30510238
leads,10101101100000,14,30507300
negative,10101101000101,14,30504487
austin,10101101000100,14,30477225
favorites,10101100111011,14,30465854
toronto,10101100111010,14,30462849
theater,10101100111001,14,30446816
springs,10101100111000,14,30429116
missouri,10101100101101,14,30419845
andrew,10101100101100,14,30403300
var,10101100101001,14,30384128
perform,10101100101000,14,30378944
healthy,10101100000101,14,30360623
translation,10101100000100,14,30346495
estimates,10101011111011,14,30336472
font,10101011111010,14,30327965
assets,10101011100111,14,30302586
injury,10101011100110,14,30291773
mt,10101011100001,14,30286047
joseph,10101011100000,14,30285903
ministry,10101011000001,14,30275714
drivers,10101011000000,14,30258628
lawyer,10101010101011,14,30253229
figures,10101010101010,14,30231772
married,10101010011011,14,30202662
protected,10101010011010,14,30198768
proposal,10101010011001,14,30189304
sharing,10101010011000,14,30181027
philadelphia,10101010010111,14,30179898
portal,10101010010110,14,30171660
waiting,10101010010101,14,30170505
birthday,10101010010100,14,30169763
beta,10101010010001,14,30160524
fail,10101010010000,14,30145364
gratis,10101010000011,14,30144426
banking,10101010000010,14,30095341
officials,10101001111011,14,30068859
brian,10101001111010,14,30060564
toward,10101001001101,14,30024561
won,10101001001100,14,29998103
slightly,10101000000011,14,29994840
assist,10101000000010,14,29963782
conduct,10100111110111,14,29955541
contained,10100111110110,14,29955043
lingerie,10100111110011,14,29949923
shemale,10100111110010,14,29948582
legislation,10100111101011,14,29932251
calling,10100111101010,14,29923380
parameters,10100111101001,14,29922419
jazz,10100111101000,14,29920842
serving,10100111011111,14,29916558
bags,10100111011110,14,29910659
profiles,10100111011101,14,29909230
miami,10100111011100,14,29904805
comics,10100111010011,14,29900765
matters,10100111010010,14,29896961
houses,10100111001101,14,29896478
doc,10100111001100,14,29867704
postal,10100111001011,14,29859679
relationships,10100111001010,14,29850322
tennessee,10100111001001,14,29848404
wear,10100111001000,14,29846762
controls,10100110110111,14,29841307
breaking,10100110110110,14,29841004
combined,10100110110101,14,29840482
ultimate,10100110110100,14,29825206
wales,10100110011111,14,29821525
representative,10100110011110,14,29810467
frequency,10100110010111,14,29808486
introduced,10100110010110,14,29783908
minor,10100110010101,14,29782623
finish,10100110010100,14,29769825
departments,10100110010001,14,29768415
residents,10100110010000,14,29765553
noted,10100110000011,14,29754565
displayed,10100110000010,14,29751963
mom,10100110000001,14,29736214
reduced,10100110000000,14,29726540
physics,10100101011111,14,29724803
rare,10100101011110,14,29722959
spent,10100101011011,14,29719451
performed,10100101011010,14,29714621
extreme,10100101001111,14,29694906
samples,10100101001110,14,29689694
davis,10100101001001,14,29689352
daniel,10100101001000,14,29680403
bars,10100101000111,14,29674439
reviewed,10100101000110,14,29665969
row,10100101000001,14,29649598
oz,10100101000000,14,29644419
forecast,10100100111111,14,29637380
removed,10100100111110,14,29610178
helps,10100100110111,14,29607993
singles,10100100110110,14,29594915
administrator,10100100110101,14,29589707
cycle,10100100110100,14,29585286
amounts,10100100110001,14,29584436
contain,10100100110000,14,29552509
accuracy,10100100101001,14,29536020
dual,10100100101000,14,29535368
rise,10100100001111,14,29535295
usd,10100100001110,14,29527576
sleep,10100100000111,14,29491537
mg,10100100000110,14,29456015
bird,10100011100111,14,29437150
pharmacy,10100011100110,14,29392223
brazil,10100011100011,14,29390369
creation,10100011100010,14,29390035
static,10100011011111,14,29389905
scene,10100011011110,14,29372413
hunter,10100011011101,14,29368718
addresses,10100011011100,14,29368459
lady,10100011001111,14,29348297
crystal,10100011001110,14,29344419
famous,10100011000101,14,29332023
writer,10100011000100,14,29320566
chairman,10100010011111,14,29312635
violence,10100010011110,14,29309829
fans,10100010010111,14,29290170
oklahoma,10100010010110,14,29277458
speakers,10100010010101,14,29266983
drink,10100010010100,14,29254937
academy,10100010010001,14,29252165
dynamic,10100010010000,14,29251538
gender,10100010000011,14,29248973
eat,10100010000010,14,29237400
permanent,10011111111101,14,29217998
agriculture,10011111111100,14,29217130
dell,10011111110111,14,29215534
cleaning,10011111110110,14,29202463
constitutes,10011111101011,14,29158454
portfolio,10011111101010,14,29149729
practical,10011111101001,14,29138914
delivered,10011111101000,14,29130416
collectibles,10011110111111,14,29127157
infrastructure,10011110111110,14,29090274
exclusive,10011110100111,14,29069478
seat,10011110100110,14,29066336
concerns,10011110100011,14,29065609
colour,10011110100010,14,29049269
vendor,10011101100111,14,29029083
originally,10011101100110,14,29016923
intel,10011101100101,14,28995654
utilities,10011101100100,14,28965893
philosophy,10011101100001,14,28960643
regulation,10011101100000,14,28958148
officers,10011101010101,14,28955126
reduction,10011101010100,14,28954254
aim,10011101010011,14,28951240
bids,10011101010010,14,28933427
referred,10011100110111,14,28919199
supports,10011100110110,14,28913894
nutrition,10011100110001,14,28890368
recording,10011100110000,14,28875301
regions,10011100100011,14,28864370
junior,10011100100010,14,28857539
toll,10011100100001,14,28852223
les,10011100100000,14,28848836
cape,10011100011101,14,28846176
ann,10011100011100,14,28832058
rings,10011100011011,14,28827859
